,Date,Hour,Temperature,Humidity,Wind speed,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Rental Count,Temp_Cat
32,2017-12-02,8,-4.2,79,2.1,0.0,0.0,Winter,False,1,83,Freezing
33,2017-12-02,9,-2.9,68,1.6,0.0,0.0,Winter,False,1,482,Freezing
34,2017-12-02,10,-0.4,57,1.6,0.0,0.0,Winter,False,1,339,Freezing
35,2017-12-02,11,1.9,49,1.8,0.0,0.0,Winter,False,1,419,Chilly
36,2017-12-02,12,4.3,41,1.3,0.0,0.0,Winter,False,1,803,Chilly
37,2017-12-02,13,6.0,36,1.8,0.0,0.0,Winter,False,1,659,Chilly
38,2017-12-02,14,7.3,35,1.3,0.0,0.0,Winter,False,1,1054,Chilly
39,2017-12-02,15,,41,2.3,0.0,0.0,Winter,False,1,688,
40,2017-12-02,16,6.4,48,2.6,0.0,0.0,Winter,False,1,592,Chilly
41,2017-12-02,17,6.0,51,2.5,0.0,0.0,Winter,False,1,141,Chilly
42,2017-12-02,18,5.5,53,1.5,0.0,0.0,Winter,False,1,281,Chilly
43,2017-12-02,19,5.0,52,2.3,0.0,0.0,Winter,False,1,625,Chilly
44,2017-12-02,20,4.6,51,1.2,0.0,0.0,Winter,False,1,433,Chilly
45,2017-12-02,21,4.1,55,1.2,0.0,0.0,Winter,False,1,428,Chilly
46,2017-12-02,22,3.5,54,1.5,0.0,0.0,Winter,False,1,137,Chilly
47,2017-12-02,23,4.0,56,1.0,0.0,0.0,Winter,False,1,219,Chilly
48,2017-12-03,0,4.0,58,1.4,0.0,0.0,Winter,False,1,277,Chilly
49,2017-12-03,1,3.9,69,1.7,0.0,0.0,Winter,False,1,265,Chilly
50,2017-12-03,2,,79,1.4,0.0,0.0,Winter,False,1,262,
51,2017-12-03,3,3.4,71,1.6,0.5,0.0,Winter,False,1,78,Chilly
52,2017-12-03,4,3.5,73,1.0,0.0,0.0,Winter,False,1,95,Chilly
53,2017-12-03,5,3.9,75,1.9,0.0,0.0,Winter,False,1,8,Chilly
54,2017-12-03,6,3.4,86,2.5,1.0,0.0,Winter,False,1,12,Chilly
55,2017-12-03,7,3.1,91,1.2,0.0,0.0,Winter,False,1,14,Chilly
56,2017-12-03,8,3.2,92,1.8,0.0,0.0,Winter,False,1,72,Chilly
57,2017-12-03,9,3.5,91,1.8,2.5,0.0,Winter,False,1,272,Chilly
58,2017-12-03,10,4.4,89,2.2,0.0,0.0,Winter,False,1,241,Chilly
59,2017-12-03,11,5.1,87,1.4,0.0,0.0,Winter,False,1,214,Chilly
60,2017-12-03,12,5.8,85,1.7,0.0,0.0,Winter,False,1,536,Chilly
61,2017-12-03,13,6.8,81,1.9,0.0,0.0,Winter,False,1,764,Chilly
62,2017-12-03,14,7.6,76,1.2,0.0,0.0,Winter,False,1,629,Chilly
63,2017-12-03,15,8.0,73,1.6,0.0,0.0,Winter,False,1,909,Chilly
64,2017-12-03,16,,77,1.6,0.0,0.0,Winter,False,1,577,
65,2017-12-03,17,6.7,82,1.5,0.0,0.0,Winter,False,1,931,Chilly
66,2017-12-03,18,6.0,84,1.9,0.0,0.0,Winter,False,1,251,Chilly
67,2017-12-03,19,5.7,85,1.7,0.0,0.0,Winter,False,1,556,Chilly
68,2017-12-03,20,5.2,87,1.4,0.0,0.0,Winter,False,1,427,Chilly
69,2017-12-03,21,4.7,87,1.2,0.0,0.0,Winter,False,1,573,Chilly
70,2017-12-03,22,4.3,89,1.8,0.0,0.0,Winter,False,1,421,Chilly
71,2017-12-03,23,3.9,90,1.3,0.0,0.0,Winter,False,1,260,Chilly
72,2017-12-04,0,4.2,88,0.6,0.0,0.0,Winter,False,1,333,Chilly
73,2017-12-04,1,4.3,87,0.5,0.0,0.0,Winter,False,1,338,Chilly
74,2017-12-04,2,4.4,87,1.8,0.0,0.0,Winter,False,1,163,Chilly
75,2017-12-04,3,3.6,85,2.3,0.0,0.0,Winter,False,1,53,Chilly
76,2017-12-04,4,2.8,89,1.5,0.0,0.0,Winter,False,1,22,Chilly
77,2017-12-04,5,2.0,83,2.7,0.0,0.0,Winter,False,1,100,Chilly
78,2017-12-04,6,1.2,76,3.7,0.1,0.0,Winter,False,1,100,Chilly
79,2017-12-04,7,0.2,68,3.4,0.0,0.0,Winter,False,1,385,Chilly
80,2017-12-04,8,-0.8,69,3.5,0.0,0.0,Winter,False,1,1324,Freezing
81,2017-12-04,9,-1.5,47,4.2,0.0,0.0,Winter,False,1,625,Freezing
82,2017-12-04,10,-1.1,40,4.5,0.0,0.0,Winter,False,1,418,Freezing
83,2017-12-04,11,-0.5,41,4.1,0.0,0.0,Winter,False,1,615,Freezing
84,2017-12-04,12,-0.3,38,4.8,0.0,0.0,Winter,False,1,288,Freezing
85,2017-12-04,13,0.0,30,5.4,0.0,0.0,Winter,False,1,638,Chilly
86,2017-12-04,14,0.1,27,4.5,0.0,0.0,Winter,False,1,494,Chilly
87,2017-12-04,15,-0.1,25,5.8,0.0,0.0,Winter,False,1,274,Freezing
88,2017-12-04,16,-0.2,23,4.7,0.0,0.0,Winter,False,1,319,Freezing
89,2017-12-04,17,-1.3,26,5.3,0.0,0.0,Winter,False,1,521,Freezing
90,2017-12-04,18,-2.1,29,3.9,0.0,0.0,Winter,False,1,1258,Freezing
91,2017-12-04,19,-2.9,32,3.2,0.0,0.0,Winter,False,1,295,Freezing
92,2017-12-04,20,-3.6,38,3.0,0.0,0.0,Winter,False,1,338,Freezing
93,2017-12-04,21,-4.6,43,4.5,0.0,0.0,Winter,False,1,336,Freezing
94,2017-12-04,22,-5.3,45,2.5,0.0,0.0,Winter,False,1,219,Freezing
95,2017-12-04,23,-5.8,44,2.4,0.0,0.0,Winter,False,1,100,Freezing
96,2017-12-05,0,-6.1,42,2.6,0.0,0.0,Winter,False,1,216,Freezing
97,2017-12-05,1,-6.5,41,2.8,0.0,0.0,Winter,False,1,135,Freezing
98,2017-12-05,2,-6.8,41,2.5,0.0,0.0,Winter,False,1,133,Freezing
99,2017-12-05,3,-6.9,39,2.0,0.0,0.0,Winter,False,1,47,Freezing
100,2017-12-05,4,-7.2,34,3.0,0.0,0.0,Winter,False,1,40,Freezing
101,2017-12-05,5,-7.4,33,2.6,0.0,0.0,Winter,False,1,92,Freezing
102,2017-12-05,6,-7.4,34,3.2,0.0,0.0,Winter,False,1,174,Freezing
103,2017-12-05,7,-7.5,33,2.2,0.0,0.0,Winter,False,1,494,Freezing
104,2017-12-05,8,-8.1,36,1.6,0.0,0.0,Winter,False,1,191,Freezing
105,2017-12-05,9,,31,1.3,0.0,0.0,Winter,False,1,313,
106,2017-12-05,10,-5.5,26,2.8,0.0,0.0,Winter,False,1,62,Freezing
107,2017-12-05,11,-3.9,25,0.0,0.0,0.0,Winter,False,1,415,Freezing
108,2017-12-05,12,-2.3,25,0.0,0.0,0.0,Winter,False,1,127,Freezing
109,2017-12-05,13,-1.6,27,0.0,0.0,0.0,Winter,False,1,229,Freezing
110,2017-12-05,14,-1.1,28,0.0,0.0,0.0,Winter,False,1,366,Freezing
111,2017-12-05,15,-0.7,28,0.0,0.0,0.0,Winter,False,1,381,Freezing
112,2017-12-05,16,-0.5,30,0.0,0.0,0.0,Winter,False,1,455,Freezing
113,2017-12-05,17,-1.6,35,0.0,0.0,0.0,Winter,False,1,269,Freezing
114,2017-12-05,18,-2.6,40,0.0,0.0,0.0,Winter,False,1,978,Freezing
115,2017-12-05,19,-3.2,45,0.0,0.0,0.0,Winter,False,1,160,Freezing
116,2017-12-05,20,-3.5,46,0.0,0.0,0.0,Winter,False,1,517,Freezing
117,2017-12-05,21,-3.7,47,0.0,0.0,0.0,Winter,False,1,310,Freezing
118,2017-12-05,22,-2.8,49,0.0,0.0,0.0,Winter,False,1,357,Freezing
119,2017-12-05,23,-2.5,59,0.0,0.0,0.0,Winter,False,1,117,Freezing
120,2017-12-06,0,-2.8,77,0.0,0.1,0.1,Winter,False,1,198,Freezing
121,2017-12-06,1,-3.0,79,0.0,0.0,0.3,Winter,False,1,55,Freezing
122,2017-12-06,2,-3.0,79,0.0,0.0,0.4,Winter,False,1,66,Freezing
123,2017-12-06,3,-3.2,78,0.0,0.2,0.4,Winter,False,1,35,Freezing
124,2017-12-06,4,-3.4,75,0.0,0.0,0.4,Winter,False,1,40,Freezing
125,2017-12-06,5,-3.6,76,0.0,0.0,0.4,Winter,False,1,137,Freezing
126,2017-12-06,6,-3.7,76,0.0,0.0,0.4,Winter,False,1,67,Freezing
127,2017-12-06,7,-4.2,77,0.0,0.0,0.3,Winter,False,1,509,Freezing
128,2017-12-06,8,-4.2,78,0.0,0.0,0.2,Winter,False,1,95,Freezing
129,2017-12-06,9,-3.3,70,0.0,0.0,0.2,Winter,False,1,429,Freezing
130,2017-12-06,10,-0.9,64,0.0,0.0,0.2,Winter,False,1,421,Freezing
131,2017-12-06,11,1.6,57,1.2,0.0,0.0,Winter,False,1,54,Chilly
132,2017-12-06,12,2.4,52,0.9,0.0,0.0,Winter,False,1,482,Chilly
133,2017-12-06,13,4.2,47,1.1,0.0,0.0,Winter,False,1,630,Chilly
134,2017-12-06,14,5.5,34,1.0,0.0,0.0,Winter,False,1,560,Chilly
135,2017-12-06,15,5.5,31,3.1,0.0,0.0,Winter,False,1,313,Chilly
136,2017-12-06,16,5.3,37,2.9,0.0,0.0,Winter,False,1,411,Chilly
137,2017-12-06,17,4.1,60,2.5,0.0,0.0,Winter,False,1,226,Chilly
138,2017-12-06,18,1.7,90,1.0,0.3,0.3,Winter,False,1,112,Chilly
139,2017-12-06,19,1.2,92,0.7,0.0,1.0,Winter,False,1,381,Chilly
140,2017-12-06,20,1.2,94,0.6,0.0,1.0,Winter,False,1,174,Chilly
141,2017-12-06,21,1.1,92,0.5,0.7,1.0,Winter,False,1,164,Chilly
142,2017-12-06,22,1.3,92,0.6,0.0,1.0,Winter,False,1,191,Chilly
143,2017-12-06,23,1.3,92,0.6,0.0,1.0,Winter,False,1,201,Chilly
144,2017-12-07,0,1.4,92,0.5,0.0,0.9,Winter,False,1,254,Chilly
145,2017-12-07,1,1.5,92,0.4,0.0,0.9,Winter,False,1,260,Chilly
146,2017-12-07,2,1.4,92,0.7,0.0,0.9,Winter,False,1,206,Chilly
147,2017-12-07,3,1.9,91,1.4,0.0,0.9,Winter,False,1,87,Chilly
148,2017-12-07,4,1.6,92,0.7,0.0,0.9,Winter,False,1,100,Chilly
149,2017-12-07,5,1.5,92,1.1,0.0,0.9,Winter,False,1,25,Chilly
150,2017-12-07,6,1.0,93,0.5,0.0,0.9,Winter,False,1,44,Chilly
151,2017-12-07,7,,93,0.5,0.0,0.9,Winter,False,1,269,
152,2017-12-07,8,-0.2,96,0.8,0.0,0.8,Winter,False,1,570,Freezing
153,2017-12-07,9,0.1,91,0.8,0.0,0.8,Winter,False,1,480,Chilly
154,2017-12-07,10,1.1,83,0.7,0.0,0.7,Winter,False,1,259,Chilly
155,2017-12-07,11,2.3,69,1.7,0.0,0.6,Winter,False,1,330,Chilly
156,2017-12-07,12,3.7,65,2.4,0.0,0.3,Winter,False,1,369,Chilly
157,2017-12-07,13,4.1,37,3.1,0.0,0.0,Winter,False,1,234,Chilly
158,2017-12-07,14,4.4,36,2.7,0.0,0.0,Winter,False,1,339,Chilly
159,2017-12-07,15,4.0,35,3.1,0.0,0.0,Winter,False,1,481,Chilly
160,2017-12-07,16,3.2,38,2.9,0.0,0.0,Winter,False,1,316,Chilly
161,2017-12-07,17,2.1,50,2.0,0.0,0.0,Winter,False,1,884,Chilly
162,2017-12-07,18,0.7,46,2.7,0.0,0.0,Winter,False,1,503,Chilly
163,2017-12-07,19,-0.4,47,2.5,0.0,0.0,Winter,False,1,252,Freezing
164,2017-12-07,20,-1.4,47,2.5,0.0,0.0,Winter,False,1,215,Freezing
165,2017-12-07,21,-2.2,46,2.2,0.0,0.0,Winter,False,1,329,Freezing
166,2017-12-07,22,-2.7,48,2.6,0.0,0.0,Winter,False,1,164,Freezing
167,2017-12-07,23,-3.2,50,2.1,0.0,0.0,Winter,False,1,328,Freezing
168,2017-12-08,0,-3.5,49,2.6,0.0,0.0,Winter,False,1,214,Freezing
169,2017-12-08,1,-3.7,50,2.5,0.0,0.0,Winter,False,1,174,Freezing
170,2017-12-08,2,-4.3,53,1.0,0.0,0.0,Winter,False,1,156,Freezing
171,2017-12-08,3,-4.8,52,1.6,0.0,0.0,Winter,False,1,146,Freezing
172,2017-12-08,4,-5.3,53,2.4,0.0,0.0,Winter,False,1,110,Freezing
173,2017-12-08,5,-5.8,56,2.0,0.0,0.0,Winter,False,1,151,Freezing
174,2017-12-08,6,-6.0,56,3.5,0.0,0.0,Winter,False,1,102,Freezing
175,2017-12-08,7,-6.5,57,0.8,0.0,0.0,Winter,False,1,200,Freezing
176,2017-12-08,8,-7.0,59,0.8,0.0,0.0,Winter,False,1,1056,Freezing
177,2017-12-08,9,-6.7,50,0.9,0.0,0.0,Winter,False,1,386,Freezing
178,2017-12-08,10,-5.3,44,2.8,0.0,0.0,Winter,False,1,409,Freezing
179,2017-12-08,11,-3.7,39,1.4,0.0,0.0,Winter,False,1,450,Freezing
180,2017-12-08,12,-2.0,30,1.4,0.0,0.0,Winter,False,1,311,Freezing
181,2017-12-08,13,-1.7,28,1.8,0.0,0.0,Winter,False,1,538,Freezing
182,2017-12-08,14,-1.3,27,3.1,0.0,0.0,Winter,False,1,410,Freezing
183,2017-12-08,15,-0.8,26,3.3,0.0,0.0,Winter,False,1,255,Freezing
184,2017-12-08,16,-1.1,24,3.4,0.0,0.0,Winter,False,1,450,Freezing
185,2017-12-08,17,-2.4,30,2.7,0.0,0.0,Winter,False,1,514,Freezing
186,2017-12-08,18,-3.1,33,1.2,0.0,0.0,Winter,False,1,760,Freezing
187,2017-12-08,19,,35,1.1,0.0,0.0,Winter,False,1,417,
188,2017-12-08,20,-3.3,34,1.5,0.0,0.0,Winter,False,1,604,Freezing
189,2017-12-08,21,-3.3,35,0.5,0.0,0.0,Winter,False,1,355,Freezing
190,2017-12-08,22,-3.4,39,1.2,0.0,0.0,Winter,False,1,408,Freezing
191,2017-12-08,23,-3.5,43,0.9,0.0,0.0,Winter,False,1,314,Freezing
192,2017-12-09,0,-3.5,48,0.9,0.0,0.0,Winter,False,1,387,Freezing
193,2017-12-09,1,-4.1,49,0.6,0.0,0.0,Winter,False,1,450,Freezing
194,2017-12-09,2,-4.7,50,0.7,0.0,0.0,Winter,False,1,282,Freezing
195,2017-12-09,3,-4.3,47,0.6,0.0,0.0,Winter,False,1,165,Freezing
196,2017-12-09,4,-4.3,49,0.7,0.0,0.0,Winter,False,1,105,Freezing
197,2017-12-09,5,-4.7,49,0.8,0.0,0.0,Winter,False,1,18,Freezing
198,2017-12-09,6,-5.1,53,0.9,0.0,0.0,Winter,False,1,96,Freezing
199,2017-12-09,7,-5.5,56,0.8,0.0,0.0,Winter,False,1,55,Freezing
200,2017-12-09,8,-5.4,56,0.7,0.0,0.0,Winter,False,1,205,Freezing
201,2017-12-09,9,-4.7,48,1.0,0.0,0.0,Winter,False,1,344,Freezing
202,2017-12-09,10,-2.2,42,1.3,0.0,0.0,Winter,False,1,104,Freezing
203,2017-12-09,11,0.0,45,1.1,0.0,0.0,Winter,False,1,509,Chilly
204,2017-12-09,12,2.4,40,0.8,0.0,0.0,Winter,False,1,603,Chilly
205,2017-12-09,13,3.9,36,2.0,0.0,0.0,Winter,False,1,348,Chilly
206,2017-12-09,14,4.7,32,2.2,0.0,0.0,Winter,False,1,60,Chilly
207,2017-12-09,15,5.2,30,2.0,0.0,0.0,Winter,False,1,634,Chilly
208,2017-12-09,16,4.4,33,1.6,0.0,0.0,Winter,False,1,645,Chilly
209,2017-12-09,17,3.5,37,1.8,0.0,0.0,Winter,False,1,765,Chilly
210,2017-12-09,18,2.5,41,1.0,0.0,0.0,Winter,False,1,355,Chilly
211,2017-12-09,19,1.5,48,0.4,0.0,0.0,Winter,False,1,72,Chilly
212,2017-12-09,20,0.8,51,1.4,0.0,0.0,Winter,False,1,304,Chilly
213,2017-12-09,21,-0.1,55,0.7,0.0,0.0,Winter,False,1,235,Freezing
214,2017-12-09,22,-0.5,55,0.6,0.0,0.0,Winter,False,1,89,Freezing
215,2017-12-09,23,-0.1,54,1.3,0.0,0.0,Winter,False,1,105,Freezing
216,2017-12-10,0,-0.2,55,1.0,0.0,0.0,Winter,False,1,393,Freezing
217,2017-12-10,1,-0.2,54,0.5,0.0,0.0,Winter,False,1,311,Freezing
218,2017-12-10,2,0.2,52,0.7,0.0,0.0,Winter,False,1,326,Chilly
219,2017-12-10,3,0.3,53,0.5,0.0,0.0,Winter,False,1,135,Chilly
220,2017-12-10,4,0.4,52,1.6,0.0,0.0,Winter,False,1,93,Chilly
221,2017-12-10,5,0.3,74,1.0,0.0,0.7,Winter,False,1,10,Chilly
222,2017-12-10,6,-0.5,90,0.9,2.5,2.7,Winter,False,1,12,Freezing
223,2017-12-10,7,-0.4,92,1.1,0.0,4.0,Winter,False,1,31,Freezing
224,2017-12-10,8,-0.2,90,1.2,0.0,4.1,Winter,False,1,40,Freezing
225,2017-12-10,9,0.2,90,1.0,1.6,4.3,Winter,False,1,42,Chilly
226,2017-12-10,10,0.5,91,0.4,0.0,4.3,Winter,False,1,18,Chilly
227,2017-12-10,11,0.9,92,0.9,0.0,3.9,Winter,False,1,48,Chilly
228,2017-12-10,12,2.3,88,0.3,0.0,3.1,Winter,False,1,126,Chilly
229,2017-12-10,13,3.3,87,1.1,0.0,2.1,Winter,False,1,132,Chilly
230,2017-12-10,14,4.2,85,0.7,0.0,1.4,Winter,False,1,312,Chilly
231,2017-12-10,15,6.7,63,4.5,0.0,1.0,Winter,False,1,25,Chilly
232,2017-12-10,16,5.4,71,3.5,0.0,0.5,Winter,False,1,226,Chilly
233,2017-12-10,17,3.6,65,4.3,0.0,0.4,Winter,False,1,128,Chilly
234,2017-12-10,18,2.0,61,3.0,0.0,0.0,Winter,False,1,294,Chilly
235,2017-12-10,19,1.6,53,4.0,0.0,0.0,Winter,False,1,233,Chilly
236,2017-12-10,20,0.6,57,3.9,0.0,0.0,Winter,False,1,116,Chilly
237,2017-12-10,21,0.0,59,3.0,0.0,0.0,Winter,False,1,192,Chilly
238,2017-12-10,22,-1.0,56,4.7,0.0,0.0,Winter,False,1,205,Freezing
239,2017-12-10,23,-1.4,43,4.3,0.0,0.0,Winter,False,1,24,Freezing
240,2017-12-11,0,-2.5,39,3.4,0.0,0.0,Winter,False,1,97,Freezing
241,2017-12-11,1,-3.4,36,3.8,0.0,0.0,Winter,False,1,43,Freezing
242,2017-12-11,2,-4.2,35,3.4,0.0,0.0,Winter,False,1,116,Freezing
243,2017-12-11,3,-4.7,38,2.4,0.0,0.0,Winter,False,1,27,Freezing
244,2017-12-11,4,-5.2,35,3.2,0.0,0.0,Winter,False,1,71,Freezing
245,2017-12-11,5,-5.6,38,3.2,0.0,0.0,Winter,False,1,53,Freezing
246,2017-12-11,6,-5.9,39,2.9,0.0,0.0,Winter,False,1,165,Freezing
247,2017-12-11,7,-6.0,39,3.1,0.0,0.0,Winter,False,1,315,Freezing
248,2017-12-11,8,-6.0,38,3.6,0.0,0.0,Winter,False,1,266,Freezing
249,2017-12-11,9,-5.9,36,5.1,0.0,0.0,Winter,False,1,349,Freezing
250,2017-12-11,10,-5.3,32,4.5,0.0,0.0,Winter,False,1,266,Freezing
251,2017-12-11,11,-4.7,36,3.8,0.0,0.0,Winter,False,1,160,Freezing
252,2017-12-11,12,-5.2,33,4.6,0.0,0.0,Winter,False,1,389,Freezing
253,2017-12-11,13,-5.4,32,5.1,0.0,0.0,Winter,False,1,253,Freezing
254,2017-12-11,14,-5.4,31,4.1,0.0,0.0,Winter,False,1,261,Freezing
255,2017-12-11,15,-5.5,33,4.5,0.0,0.0,Winter,False,1,431,Freezing
256,2017-12-11,16,-6.0,40,4.0,0.0,0.0,Winter,False,1,238,Freezing
257,2017-12-11,17,-7.1,44,4.2,0.0,0.0,Winter,False,1,687,Freezing
258,2017-12-11,18,-7.9,43,3.3,0.0,0.0,Winter,False,1,627,Freezing
259,2017-12-11,19,-8.6,45,3.9,0.0,0.0,Winter,False,1,373,Freezing
260,2017-12-11,20,-9.3,49,3.8,0.0,0.0,Winter,False,1,173,Freezing
261,2017-12-11,21,-9.7,51,2.5,0.0,0.0,Winter,False,1,97,Freezing
262,2017-12-11,22,-10.2,50,3.0,0.0,0.0,Winter,False,1,61,Freezing
263,2017-12-11,23,-10.7,53,1.2,0.0,0.0,Winter,False,1,222,Freezing
264,2017-12-12,0,-11.0,51,1.1,0.0,0.0,Winter,False,1,104,Freezing
265,2017-12-12,1,-11.2,51,1.1,0.0,0.0,Winter,False,1,115,Freezing
266,2017-12-12,2,-11.5,50,0.7,0.0,0.0,Winter,False,1,147,Freezing
267,2017-12-12,3,-11.6,50,2.2,0.0,0.0,Winter,False,1,47,Freezing
268,2017-12-12,4,-11.6,47,2.1,0.0,0.0,Winter,False,1,13,Freezing
269,2017-12-12,5,-11.6,45,2.8,0.0,0.0,Winter,False,1,109,Freezing
270,2017-12-12,6,-11.8,47,2.5,0.0,0.0,Winter,False,1,168,Freezing
271,2017-12-12,7,-12.1,50,2.3,0.0,0.0,Winter,False,1,205,Freezing
272,2017-12-12,8,-12.3,52,1.3,0.0,0.0,Winter,False,1,659,Freezing
273,2017-12-12,9,-11.8,46,2.9,0.0,0.0,Winter,False,1,207,Freezing
274,2017-12-12,10,-10.5,45,3.3,0.0,0.0,Winter,False,1,225,Freezing
275,2017-12-12,11,-9.4,42,3.1,0.0,0.0,Winter,False,1,68,Freezing
276,2017-12-12,12,-8.3,35,2.9,0.0,0.0,Winter,False,1,295,Freezing
277,2017-12-12,13,-6.9,37,2.4,0.0,0.0,Winter,False,1,148,Freezing
278,2017-12-12,14,-5.4,32,2.0,0.0,0.0,Winter,False,1,301,Freezing
279,2017-12-12,15,-5.8,30,2.8,0.0,0.0,Winter,False,1,103,Freezing
280,2017-12-12,16,-6.0,29,2.8,0.0,0.0,Winter,False,1,296,Freezing
281,2017-12-12,17,-7.0,32,2.6,0.0,0.0,Winter,False,1,294,Freezing
282,2017-12-12,18,-7.7,36,1.0,0.0,0.0,Winter,False,1,259,Freezing
283,2017-12-12,19,-8.2,43,1.1,0.0,0.0,Winter,False,1,235,Freezing
284,2017-12-12,20,-8.4,42,1.0,0.0,0.0,Winter,False,1,390,Freezing
285,2017-12-12,21,-8.8,43,1.4,0.0,0.0,Winter,False,1,227,Freezing
286,2017-12-12,22,-9.0,45,1.3,0.0,0.0,Winter,False,1,160,Freezing
287,2017-12-12,23,-9.3,47,2.1,0.0,0.0,Winter,False,1,155,Freezing
288,2017-12-13,0,-9.5,48,1.3,0.0,0.0,Winter,False,1,154,Freezing
289,2017-12-13,1,-10.2,52,1.6,0.0,0.0,Winter,False,1,263,Freezing
290,2017-12-13,2,-10.4,53,1.8,0.0,0.0,Winter,False,1,170,Freezing
291,2017-12-13,3,-10.9,55,1.8,0.0,0.0,Winter,False,1,65,Freezing
292,2017-12-13,4,-11.4,58,1.3,0.0,0.0,Winter,False,1,34,Freezing
293,2017-12-13,5,,58,1.1,0.0,0.0,Winter,False,1,78,
294,2017-12-13,6,-11.9,57,1.1,0.0,0.0,Winter,False,1,209,Freezing
295,2017-12-13,7,-11.7,53,1.6,0.0,0.0,Winter,False,1,189,Freezing
296,2017-12-13,8,-11.4,47,3.3,0.0,0.0,Winter,False,1,802,Freezing
297,2017-12-13,9,-11.1,46,3.4,0.0,0.0,Winter,False,1,554,Freezing
298,2017-12-13,10,-9.5,39,2.1,0.0,0.0,Winter,False,1,180,Freezing
299,2017-12-13,11,-8.1,35,1.8,0.0,0.0,Winter,False,1,180,Freezing
300,2017-12-13,12,-6.5,30,2.9,0.0,0.0,Winter,False,1,392,Freezing
301,2017-12-13,13,-5.8,28,2.9,0.0,0.0,Winter,False,1,181,Freezing
302,2017-12-13,14,-4.7,27,2.9,0.0,0.0,Winter,False,1,166,Freezing
303,2017-12-13,15,-4.9,26,3.1,0.0,0.0,Winter,False,1,461,Freezing
304,2017-12-13,16,,26,2.2,0.0,0.0,Winter,False,1,321,
305,2017-12-13,17,-5.6,29,1.7,0.0,0.0,Winter,False,1,98,Freezing
306,2017-12-13,18,-6.6,33,1.1,0.0,0.0,Winter,False,1,685,Freezing
307,2017-12-13,19,-6.6,31,1.6,0.0,0.0,Winter,False,1,91,Freezing
308,2017-12-13,20,-7.6,35,0.8,0.0,0.0,Winter,False,1,443,Freezing
309,2017-12-13,21,-8.3,39,1.0,0.0,0.0,Winter,False,1,310,Freezing
310,2017-12-13,22,-8.9,39,0.1,0.0,0.0,Winter,False,1,169,Freezing
